SEQFID	Dynamic_Annotation	Static_Annotation	HMT_ID	Genus	Species	Strain	Contigs	Size_bp
SEQF2624		NCBI	HMT-857	Rhodobacter	capsulatus	YW2	65	3,777,626
SEQF2625		NCBI	HMT-721	Streptococcus	parasanguinis clade 721	CC87K	12	2,186,537
SEQF2626	HOMD		HMT-874	Absconditabacteria (SR1) [G-1]	bacterium HMT 874	MGEHA	61	1,109,502
SEQF2628		NCBI	HMT-756	Lactobacillus	salivarius	cp400	89	2,156,840
SEQF2629	HOMD		HMT-845	Leptotrichia	goodfellowii	DSM 19756	3	2,280,962
SEQF2630	HOMD	NCBI	HMT-042	Mogibacterium	timidum	ATCC 33093	30	1,806,210
SEQF2631		NCBI	HMT-038	Olsenella	uli	MSTE5	14	2,153,240
SEQF2632		NCBI	HMT-283	Porphyromonas	catoniae	ATCC 51270	25	2,040,170
SEQF2633		NCBI	HMT-160	Veillonella	dispar	DORA_11	605	2,432,612
SEQF2634		NCBI	HMT-286	Tannerella	sp. HMT 286	isolate Cell 1/3	1,263	2,785,640
SEQF2635		NCBI	HMT-286	Tannerella	sp. HMT 286	isolate Cell 2	501	3,038,315
SEQF2636	HOMD	NCBI	HMT-286	Tannerella	sp. HMT 286	isolate Cell 5	542	3,162,010
SEQF2637		NCBI	HMT-286	Tannerella	sp. HMT 286	isolate Cell 6/7/9	1,291	3,476,954
SEQF2638		NCBI	HMT-286	Tannerella	sp. HMT 286	isolate Cell 8/11	1,618	2,665,364
SEQF2641	HOMD		HMT-439	Anaerolineae [G-1]	bacterium HMT 439	isolate Chl2	109	1,159,053
SEQF2642		NCBI	HMT-662	Finegoldia	magna	ALB8	54	1,918,748
SEQF2643		NCBI	HMT-576	Streptococcus	constellatus	subsp. constellatus SK53	54	1,840,061
SEQF2664	HOMD	NCBI	HMT-001	Bartonella	schoenbuchensis	m07a	11	1,679,871
SEQF2665	HOMD		HMT-787	Bacteroides	pyogenes	DSM 20611	79	3,422,915
SEQF2666		NCBI	HMT-787	Bacteroides	pyogenes	JCM 10003	95	3,379,354
SEQF2667		NCBI	HMT-787	Bacteroides	pyogenes	JCM 6292	112	3,405,221
SEQF2668		NCBI	HMT-787	Bacteroides	pyogenes	JCM 6294	107	3,404,843
SEQF2669		NCBI	HMT-753	Cronobacter	sakazakii	680	201	4,362,758
SEQF2670		NCBI	HMT-690	Fusobacterium	necrophorum	subsp. funduliforme B35	40	2,088,497
SEQF2671	HOMD		HMT-815	Methanobrevibacter	oralis	JMR01	60	2,083,511
SEQF2672	HOMD	NCBI	HMT-692	Mycobacterium	neoaurum	VKM Ac-1815D	1	5,438,192
SEQF2673		NCBI	HMT-544	Ochrobactrum	anthropi	W13P3	48	5,277,767
SEQF2674	HOMD		HMT-785	Porphyromonas	uenonis	JCM 13868	112	2,260,105
SEQF2675	HOMD		HMT-553	Prevotella	baroniae	JCM 13447	94	3,116,148
SEQF2676	HOMD		HMT-291	Prevotella	denticola	JCM 13449	82	3,111,749
SEQF2677	HOMD		HMT-600	Prevotella	enoeca	JCM 12259	117	2,784,020
SEQF2678	HOMD		HMT-782	Prevotella	fusca	JCM 17724	116	3,173,817
SEQF2679	HOMD		HMT-298	Prevotella	histicola	JCM 15637 = DNF00424	55	2,949,807
SEQF2680	HOMD		HMT-289	Prevotella	maculosa	JCM 15638	133	3,296,416
SEQF2681	HOMD		HMT-665	Prevotella	marshii	JCM 13450	80	2,518,161
SEQF2682	HOMD		HMT-378	Prevotella	micans	JCM 16134	108	2,426,740
SEQF2683	HOMD		HMT-311	Prevotella	oris	JCM 12252	94	3,077,999
SEQF2684	HOMD		HMT-288	Prevotella	oulorum	JCM 14966	138	2,827,758
SEQF2685	HOMD		HMT-781	Prevotella	saccharolytica	JCM 17484	82	2,975,513
SEQF2686	HOMD		HMT-885	Prevotella	scopos	JCM 17725,W2052	113	3,184,425
SEQF2687	HOMD		HMT-795	Prevotella	shahii	JCM 12083	142	3,489,881
SEQF2688	HOMD		HMT-572	Prevotella	veroralis	JCM 6290	65	2,834,450
SEQF2689	HOMD	NCBI	HMT-688	Actinomyces	viscosus	C505	85	3,126,198
SEQF2690		NCBI	HMT-753	Cronobacter	sakazakii	CMCC 45402	3	4,559,945
SEQF2691		NCBI	HMT-753	Cronobacter	sakazakii	ES15	1	4,268,675
SEQF2692		NCBI	HMT-753	Cronobacter	sakazakii	SP291	4	4,518,784
SEQF2695	HOMD		HMT-834	Pseudomonas	otitidis		77	6,296,207
SEQF2696		NCBI	HMT-536	Pseudomonas	aeruginosa	ATCC 14886	211	6,378,034
SEQF2697		NCBI	HMT-536	Pseudomonas	aeruginosa	ATCC 700888	600	6,794,802
SEQF2703		NCBI	HMT-591	Corynebacterium	diphtheriae	DSM 43988	140	2,141,743
SEQF2704		NCBI	HMT-591	Corynebacterium	diphtheriae	str. Aberdeen	38	2,367,453
SEQF2705	HOMD		HMT-645	Actinomyces	israelii	DSM 43320	104	4,024,065
SEQF2707		NCBI	HMT-891	Bifidobacterium	scardovii	LMG 21589	34	3,141,793
SEQF2708		NCBI	HMT-890	Bifidobacterium	subtile	LMG 11597	27	2,790,088
SEQF2709		NCBI	HMT-023	Delftia	acidovorans	2167 DR66	6	6,777,458
SEQF2711		NCBI	HMT-865	Kluyvera	ascorbata	ATCC 33433	253	4,932,354
SEQF2712		NCBI	HMT-076	Staphylococcus	warneri	Lyso 1 2011	52	2,489,589
SEQF2713		NCBI	HMT-076	Staphylococcus	warneri	Lyso 2 2011	49	2,508,959
SEQF2714		NCBI	HMT-740	Pseudomonas	pseudoalcaligenes	AD6	198	5,392,257
SEQF2715		NCBI	HMT-995	Anaerolinea	thermophila	UNI-1	1	3,532,378
SEQF2716		NCBI	HMT-571	Burkholderia	cepacia	JBK9	3,816	5,922,575
SEQF2717		NCBI	HMT-994	Caldilinea	aerophila	DSM 14535 = NBRC 104270	1	5,144,873
SEQF2718		NCBI	HMT-984	Chlorobium	limicola	DSM 245	1	2,763,181
SEQF2719		NCBI	HMT-982	Ignavibacterium	album	JCM 16511	1	3,658,997
SEQF2720		NCBI	HMT-983	Melioribacter	roseus	P3M-2	1	3,300,414
SEQF2721		NCBI	HMT-988	Candidatus Saccharimonas	aalborgensis		1	1,013,781
SEQF2722		NCBI	HMT-987	Saccharibacteria (TM7) [G-7]	bacterium HMT 987	GTL1	132	679,415
SEQF2723		NCBI	HMT-986	Saccharibacteria (TM7) [G-7]	bacterium HMT 986	JGI 0001002-L20	68	752,653
SEQF2724		NCBI	HMT-996	Gracilibacteria (GN02) [G-3]	bacterium HMT 996	JGI 0000069-P22	30	341,011
SEQF2725		NCBI	HMT-997	Gracilibacteria (GN02) [G-4]	bacterium HMT 997	JGI 0000069-K10	65	759,477
SEQF2726		NCBI	HMT-723	Atopobium	parvulum	DNF00906	43	1,527,867
SEQF2728		NCBI	HMT-556	Prevotella	bivia	DNF00188	158	2,527,024
SEQF2729		NCBI	HMT-556	Prevotella	bivia	DNF00320	179	2,584,224
SEQF2730		NCBI	HMT-556	Prevotella	bivia	DNF00650	173	2,408,181
SEQF2731		NCBI	HMT-562	Prevotella	buccalis	DNF00853	97	2,954,213
SEQF2732		NCBI	HMT-562	Prevotella	buccalis	DNF00985	102	2,756,480
SEQF2733		NCBI	HMT-291	Prevotella	denticola	DNF00960	126	3,050,207
SEQF2734		NCBI	HMT-469	Prevotella	melaninogenica	DNF00666	553	2,976,254
SEQF2736		NCBI	HMT-999	WPS-2 [G-1]	sp. HMT 999	CARN1	21	2,539,671
SEQF2737		NCBI	HMT-989	Saccharibacteria (TM7) [G-7]	bacterium HMT 989	RAAC3_TM7_1	1	845,464
SEQF2738	HOMD		HMT-613	Tannerella	forsythia	ATCC 43037, FDC 338	141	3,281,748
SEQF2739		NCBI	HMT-671	Actinomyces	meyeri	W712	1	2,049,088
SEQF2740		NCBI	HMT-619	Porphyromonas	gingivalis	HG66	1	2,441,780
SEQF2741		NCBI	HMT-619	Porphyromonas	gingivalis	A7436	1	2,367,029
SEQF2742		NCBI	HMT-619	Porphyromonas	gingivalis	AJW4	1	2,372,492
SEQF2743		NCBI	HMT-619	Porphyromonas	gingivalis	Ando	112	2,229,994
SEQF2744		NCBI	HMT-467	Peptostreptococcaceae [XI][G-1]	[Eubacterium] sulci	ATCC 35585	1	1,739,380
SEQF2745		NCBI	HMT-414	Actinomyces	sp. HMT 414	F0588	1	3,836,419
SEQF2746		NCBI	HMT-190	Arsenicicoccus	bolidensis	F0371	1	3,525,271
SEQF2747		NCBI	HMT-323	Capnocytophaga	sp. HMT 323	F0383	1	2,614,527
SEQF2748		NCBI	HMT-212	Leptotrichia	sp. HMT 212	W10393	1	2,444,904
SEQF2749		NCBI	HMT-894	Ottowia	sp. HMT 894	W10237	1	2,925,783
SEQF2750		NCBI	HMT-720	Aggregatibacter	paraphrophilus	W10433	1	2,414,427
SEQF2751		NCBI	HMT-807	Olsenella	sp. HMT 807	F0089	1	3,213,585
SEQF2752		NCBI	HMT-478	Selenomonas	sp. HMT 478	F0592	1	2,284,135
SEQF2753		NCBI	HMT-782	Prevotella	fusca	W1435	2	3,261,806
SEQF2757		NCBI	HMT-769	Treponema	socranskii	ATCC 35536	74	2,804,628
SEQF2760		NCBI	HMT-494	Lachnoanaerobaculum	saburreum	DSM 3986	37	3,082,404
SEQF2761		NCBI	HMT-494	Lachnoanaerobaculum	saburreum	F0468	143	3,074,086
SEQF2762		NCBI	HMT-569	Eggerthia	catenaformis	OT 569	8	1,945,158
SEQF2763		NCBI	HMT-659	Mesorhizobium	loti	NZP2037	1	7,462,792
SEQF2764		NCBI	HMT-659	Mesorhizobium	loti	USDA 3471	50	7,023,073
SEQF2766		NCBI	HMT-767	Streptococcus	sinensis	HKU4	116	2,061,843
SEQF2767		NCBI	HMT-398	Streptococcus	oralis subsp. dentisani clade 398	F0392	2	1,916,998
SEQF2771		NCBI	HMT-743	Treponema	putidum	OMZ 758, ATCC 700334	2	2,800,562
SEQF2774		NCBI	HMT-945	Haemophilus	parahaemolyticus	HK385	61	2,030,584
SEQF2775		NCBI	HMT-946	Haemophilus	pittmaniae	HK 85	26	2,182,608
SEQF2776		NCBI	HMT-944	Haemophilus	sputorum	HK 2154	25	2,080,113
SEQF2777		NCBI	HMT-934	Oribacterium	parvum	ACB1	2	2,470,863
SEQF2778		NCBI	HMT-844	Sneathia	amnii [Not Validly Published]	SN35	1	1,330,224
SEQF2779		NCBI	HMT-616	Mycoplasma	genitalium	JCVI-1.0	1	582,970
SEQF2780		NCBI	HMT-750	Atopobium	rimae	DSM 7090	9	1,629,936
SEQF2781		NCBI	HMT-746	Actinomyces	radicidentis	CCUG 36733	1	3,051,613
SEQF2783		NCBI	HMT-928	Gemella	sp. HMT 928	W2231	1	1,769,679
SEQF2784		NCBI	HMT-184	Corynebacterium	tuscaniense	DNF00037	82	2,227,780
SEQF2785		NCBI	HMT-185	Microbacterium	ginsengisoli	DSM 18659	80	3,047,473
SEQF2786		NCBI	HMT-431	Streptococcus	infantis clade 431	F0610 (5-114)	1	2,177,905
SEQF2787		NCBI	HMT-557	Peptostreptococcaceae [XI][G-9]	[Eubacterium] brachy	ATCC 33089	19	1,544,525
SEQF2788		NCBI	HMT-627	Capnocytophaga	haemolytica	CCUG 32990	1	2,688,484
SEQF2789		NCBI	HMT-694	Peptostreptococcaceae [XI][G-6]	[Eubacterium] nodatum	ATCC 33099	29	1,829,558
SEQF2790		NCBI	HMT-847	Leptotrichia	sp. HMT 847	F0260	1	2,194,935
SEQF2791		NCBI	HMT-136	Selenomonas	sp. HMT 136	F0591	2	2,458,072
SEQF2792		NCBI	HMT-600	Prevotella	enoeca	F0113	1	2,861,432
SEQF2793		NCBI	HMT-605	Desulfovibrio	fairfieldensis	CCUG 45958	1	3,699,310
SEQF2794		NCBI	HMT-703	Desulfomicrobium	orale	DSM 12838	1	2,783,374
SEQF2795		NCBI	HMT-711	Moraxella	osloensis	CCUG 350	5	2,649,137
SEQF2796		NCBI	HMT-952	Saccharibacteria (TM7) [G-1]	bacterium HMT 952	TM7x	1	705,138
SEQF2797		NCBI	HMT-619	Porphyromonas	gingivalis	381	1	2,378,872
SEQF2798		NCBI	HMT-619	Porphyromonas	gingivalis	A7A1-28	1	2,249,024
SEQF2799		NCBI	HMT-619	Porphyromonas	gingivalis	MP4-504	92	2,373,453
SEQF2803	HOMD	NCBI	HMT-037	Stenotrophomonas	nitritireducens	DSM 12575	95	3,983,487
SEQF2804		NCBI	HMT-701	Actinomyces	odontolyticus	XH001	5	2,336,123
SEQF2805		NCBI	HMT-126	Selenomonas	sp. HMT 126	W7667	1	2,886,041
SEQF2806		NCBI	HMT-893	Actinomyces	oris	T14V	1	3,042,917
SEQF2807		NCBI	HMT-286	Tannerella	sp. HMT 286	W11667	1	2,973,531
SEQF2808		NCBI	HMT-193	Cutibacterium	sp. HMT 193	F0672	2	2,649,207
SEQF2809		NCBI	HMT-882	Lactobacillus	panis	DSM 6035	150	2,006,512
SEQF2810		NCBI	HMT-884	Lactobacillus	rapi	DSM 19907 = JCM 15042	87	2,854,844
SEQF2811		NCBI	HMT-887	Veillonella	denticariosi	AS16	22	1,946,140
SEQF2812		NCBI	HMT-202	Fusobacterium	nucleatum subsp. polymorphum	ChDC F319	3	2,481,490
SEQF2813		NCBI	HMT-202	Fusobacterium	nucleatum subsp. polymorphum	NCTC10562	2	2,455,060
SEQF2814		NCBI	HMT-202	Fusobacterium	nucleatum subsp. polymorphum	ChDC F306	3	2,622,370
SEQF2815		NCBI	HMT-420	Fusobacterium	nucleatum subsp. animalis	KCOM 1325	1	2,310,804
SEQF2816		NCBI	HMT-420	Fusobacterium	nucleatum subsp. animalis	KCOM 1279	1	2,549,353
SEQF2817		NCBI	HMT-420	Fusobacterium	nucleatum subsp. animalis	7_1	2	2,514,029
SEQF2818		NCBI	HMT-200	Fusobacterium	nucleatum subsp. vincentii	ChDC F8,KCOM 1231	1	2,038,535
SEQF2819		NCBI	HMT-200	Fusobacterium	nucleatum subsp. vincentii	3_1_27	3	2,190,228
SEQF2820		NCBI	HMT-200	Fusobacterium	nucleatum subsp. vincentii	3_1_36A2	1	2,268,272
SEQF2821		NCBI	HMT-698	Fusobacterium	nucleatum subsp. nucleatum	ChDC F316,KCOM 1322	1	2,227,266
SEQF2822		NCBI	HMT-698	Fusobacterium	nucleatum subsp. nucleatum	KCOM 1250	1	2,290,405
SEQF2823		NCBI	HMT-531	Aggregatibacter	actinomycetemcomitans	RhAA1	11	2,233,070
SEQF2824		NCBI	HMT-531	Aggregatibacter	actinomycetemcomitans	NUM4039	1	2,382,853
SEQF2825		NCBI	HMT-531	Aggregatibacter	actinomycetemcomitans	serotype e str. SA2149	114	1,999,823
SEQF2826		NCBI	HMT-531	Aggregatibacter	actinomycetemcomitans	serotype e str. SC936	90	2,164,700
SEQF2827		NCBI	HMT-531	Aggregatibacter	actinomycetemcomitans	serotype e str. SA2876	158	2,254,258
SEQF2828		NCBI	HMT-531	Aggregatibacter	actinomycetemcomitans	serotype d str. SA508	549	1,943,012
SEQF2829		NCBI	HMT-531	Aggregatibacter	actinomycetemcomitans	serotype f str. SC29R	227	2,211,394
SEQF2830		NCBI	HMT-531	Aggregatibacter	actinomycetemcomitans	serotype e str. ANH9776	590	1,905,614
SEQF2831		NCBI	HMT-531	Aggregatibacter	actinomycetemcomitans	serotype d str. SA2200	436	2,064,962
SEQF2832		NCBI	HMT-531	Aggregatibacter	actinomycetemcomitans	serotype d str. SA269	511	2,100,821
SEQF2833		NCBI	HMT-531	Aggregatibacter	actinomycetemcomitans	serotype d str. SA3033	127	2,198,607
SEQF2834		NCBI	HMT-531	Aggregatibacter	actinomycetemcomitans	serotype d str. SA3733	787	1,860,132
SEQF2835		NCBI	HMT-531	Aggregatibacter	actinomycetemcomitans	SC383s	72	2,029,659
SEQF2836		NCBI	HMT-531	Aggregatibacter	actinomycetemcomitans	serotype e str. SA3096	127	2,093,980
SEQF2837		NCBI	HMT-531	Aggregatibacter	actinomycetemcomitans	IDH781	1	2,291,252
SEQF2838		NCBI	HMT-531	Aggregatibacter	actinomycetemcomitans	VT1169	1	2,129,092
SEQF2839		NCBI	HMT-531	Aggregatibacter	actinomycetemcomitans	624	1	2,367,908
SEQF2840		NCBI	HMT-953	Fusobacterium	hwasookii	ChDC F206	2	2,430,523
SEQF2841		NCBI	HMT-953	Fusobacterium	hwasookii	ChDC F300	2	2,527,063
SEQF2842		NCBI	HMT-953	Fusobacterium	hwasookii	ChDC F174	3	2,531,722
SEQF2843		NCBI	HMT-953	Fusobacterium	hwasookii	ChDC F128	30	2,361,684
SEQF2845		NCBI	HMT-196	Enhydrobacter	aerosaccus	cgmcc9176	33	2,855,818
SEQF2846		NCBI	HMT-063	Corynebacterium	singulare	ibs_b52218	1	2,830,519
SEQF2847		NCBI	HMT-153	Klebsiella	aerogenes	kctc_2190	1	5,280,350
SEQF2848		NCBI	HMT-330	Micavibrio	aeruginosavorus	arl_13	1	2,481,983
SEQF2849		NCBI	HMT-141	Staphylococcus	pasteuri	sp1	1	2,559,946
SEQF2850		NCBI	HMT-182	Anoxybacillus	flavithermus	dsm_2641t	1	2,812,123
SEQF2851		NCBI	HMT-207	Corynebacterium	sp. HMT 207	hmsc074a01	40	2,549,445
SEQF2852		NCBI	HMT-461	Lactobacillus	ultunensis	dsm_16047	48	2,248,406
SEQF2853		NCBI	HMT-316	Haematobacter	missouriensis	h2381	97	4,323,477
SEQF2854		NCBI	HMT-027	Cupriavidus	gilardii	cr3	2	5,578,743
SEQF2855		NCBI	HMT-736	Dialister	pneumosintes	f0677	1	1,274,073
SEQF2856		NCBI	HMT-229	Arthrospira	platensis	paraca	268	6,501,886
SEQF2857		NCBI	HMT-742	Mogibacterium	pumilum	atcc_700696	1	1,862,768
SEQF2858		NCBI	HMT-083	Lachnoanaerobaculum	sp. HMT 083	hmsc061h09	46	1,899,912
SEQF2859		NCBI	HMT-072	Corynebacterium	striatum	kc_na_01	3	2,797,692
SEQF2860		NCBI	HMT-117	Staphylococcus	cohnii	snuds_2	3	2,625,703
SEQF2861		NCBI	HMT-084	Kocuria	palustris	mu14_1	1	2,854,447
SEQF2862		NCBI	HMT-049	Corynebacterium	kroppenstedtii	dsm_44385	1	2,446,804
SEQF2863		NCBI	HMT-209	Acidovorax	ebreus	tpsy	1	3,796,573
SEQF2864		NCBI	HMT-010	Acinetobacter	radioresistens	wc_a_157	21	3,209,605
SEQF2865		NCBI	HMT-019	Corynebacterium	accolens	kpl1818	6	2,588,539
SEQF2866		NCBI	HMT-062	Corynebacterium	simulans	pes1	1	2,737,971
SEQF2867		NCBI	HMT-104	Paracoccus	yeei	fdaargos_252	8	4,829,339
SEQF2869		NCBI	HMT-036	Haemophilus	sp. HMT 036	ccug_66565	18	1,926,945
SEQF2870		NCBI	HMT-154	Moraxella	lincolnii	ccug_9405	29	2,076,923
SEQF2871		NCBI	HMT-197	Kocuria	rhizophila	fdaargos_302	1	2,697,803
SEQF2873		NCBI	HMT-054	Corynebacterium	pilbarense	hmsc034a01	66	2,393,833
SEQF2875		NCBI	HMT-282	Acinetobacter	junii	65	1	3,378,307
SEQF2876		NCBI	HMT-099	Neisseria	macacae	atcc_33926	66	2,748,368
SEQF2877		NCBI	HMT-173	Lawsonella	clevelandensis	x1698	1	1,915,154
SEQF2878		NCBI	HMT-053	Corynebacterium	minutissimum	atcc_23348	38	2,663,401
SEQF2879		NCBI	HMT-833	Moraxella	catarrhalis	25240	1	1,941,566
SEQF2880		NCBI	HMT-921	Paenibacillus	glucanolyticus	5162	1	5,897,585
SEQF2881		NCBI	HMT-116	Staphylococcus	capitis	ayp1020	2	2,503,265
SEQF2882		NCBI	HMT-077	Corynebacterium	tuberculostearicum	sk141	37	2,372,261
SEQF2883		NCBI	HMT-312	Aerococcus	viridans	fdaargos_249	1	2,003,744
SEQF2884		NCBI	HMT-005	Acinetobacter	lwoffii	niph_512	12	3,384,618
SEQF2885		NCBI	HMT-339	Janibacter	indicus	yfy001	1	3,401,189
SEQF2886		NCBI	HMT-030	Corynebacterium	afermentans	lcdc880199	24	2,345,615
SEQF2887		NCBI	HMT-354	Dermabacter	hominis	1368	26	2,510,630
SEQF2888		NCBI	HMT-109	Peptoniphilus	harei	acs_146_v_sch2b	32	1,836,030
SEQF2889		NCBI	HMT-115	Serratia	marcescens	rsc_14	1	5,127,030
SEQF2890		NCBI	HMT-368	Dietzia	cinnamea	p4	428	3,555,295
SEQF2891		NCBI	HMT-152	Streptococcus	thermophilus	jim_8232	1	1,929,905
SEQF2892		NCBI	HMT-120	Staphylococcus	haemolyticus	s167	2	2,560,146
SEQF2893		NCBI	HMT-216	Acidovorax	temperans	ky4	141	4,475,784
SEQF2894		NCBI	HMT-245	Roseomonas	mucosa	au37	249	4,741,248
SEQF2895		NCBI	HMT-142	Staphylococcus	pettenkoferi	fdaargos_288	1	2,502,346
SEQF2896		NCBI	HMT-203	Fusobacterium	sp. HMT 203	w7671	1	2,126,947
SEQF2897		NCBI	HMT-087	Micrococcus	luteus	nctc_2665	1	2,501,097
SEQF2899		NCBI	HMT-956	Neisseria	cinerea	atcc_14685	35	1,872,773
SEQF2900		NCBI	HMT-098	Moraxella	nonliquefaciens	ccug_60284	43	2,194,559
SEQF2901		NCBI	HMT-127	Staphylococcus	hominis	as3	15	1,983,631
SEQF2902		NCBI	HMT-114	Cutibacterium	granulosum	DSM_20700	372	2,128,234
SEQF2903		NCBI	HMT-034	Corynebacterium	aurimucosum	hmsc05d03	43	2,642,799
SEQF2904		NCBI	HMT-241	Brochothrix	thermosphacta	bth_7810	22	2,471,990
SEQF2905		NCBI	HMT-064	Streptococcus	sp. HMT 064	W10853	3	2,013,158
SEQF2906		NCBI	HMT-641	Haemophilus	influenzae	nml_hia_1	1	1,829,217
SEQF2907		NCBI	HMT-341	Corynebacterium	coyleae	hmsc11d10	75	2,443,105
SEQF2908		NCBI	HMT-244	Roseomonas	gilardii	u14_5	5	5,412,463
SEQF2909		NCBI	HMT-128	Staphylococcus	lugdunensis	fdaargos_143	1	2,613,826
SEQF2910		NCBI	HMT-031	Corynebacterium	amycolatum	atcc_6931	1	2,471,920
SEQF2911		NCBI	HMT-060	Corynebacterium	pseudodiphtheriticum	kpl1995	1	2,313,371
SEQF2912		NCBI	HMT-853	Corynebacterium	urealyticum	hmsc27b11	58	2,193,273
SEQF2913		NCBI	HMT-755	Streptococcus	salivarius	jf	1	2,191,044
SEQF2914		NCBI	HMT-233	Staphylococcus	schleiferi	tscc54	1	2,528,077
SEQF2915		NCBI	HMT-033	Corynebacterium	appendicis	CIP_107643,DSM_44531	32	2,248,056
SEQF2916		NCBI	HMT-297	Acinetobacter	johnsonii	xbb1	9	4,081,329
SEQF2917		NCBI	HMT-083	Lachnoanaerobaculum	sp. HMT 083	MSX33	99	2,871,049
SEQF2918		NCBI	HMT-035	Haemophilus	paraphrohaemolyticus	HK411	78	2,021,208
SEQF2919		NCBI	HMT-920	Selenomonas	sp. HMT 920	W5150	2	2,440,121
SEQF2920		NCBI	HMT-498	Leptotrichia	sp. HMT 498	f0590	1	2,152,181
SEQF2921		NCBI	HMT-439	Anaerolineae [G-1]	bacterium HMT 439	w11661	1	2,945,494
SEQF2922		NCBI	HMT-885	Prevotella	scopos	w2052	3	3,303,745
SEQF2935		NCBI	HMT-019	Corynebacterium	accolens	kpl1855	8	2,512,083
SEQF2936		NCBI	HMT-034	Corynebacterium	aurimucosum	hmsc066c02	54	2,631,066
SEQF2937		NCBI	HMT-019	Corynebacterium	accolens	kpl1986	1	2,568,149
SEQF2938		NCBI	HMT-034	Corynebacterium	aurimucosum	hmsc036d02	61	2,639,433
SEQF2939		NCBI	HMT-034	Corynebacterium	aurimucosum	hmsc078a10	53	2,761,821
SEQF2940		NCBI	HMT-019	Corynebacterium	accolens	kpl1859	3	2,547,767
SEQF2941		NCBI	HMT-718	Haemophilus	parainfluenzae	ccug 60358	20	2,091,064
SEQF2942		NCBI	HMT-031	Corynebacterium	amycolatum	hmsc064e08	16	2,436,100
SEQF2943		NCBI	HMT-077	Corynebacterium	tuberculostearicum	kpl1821	7	2,470,873
SEQF2944		NCBI	HMT-034	Corynebacterium	aurimucosum	hmsc072d12	45	2,566,381
SEQF2945		NCBI	HMT-341	Corynebacterium	coyleae	hmsc034e11	63	2,423,872
SEQF2946		NCBI	HMT-833	Moraxella	catarrhalis	hmsc061h09	46	1,899,912
SEQF2948		NCBI	HMT-034	Corynebacterium	aurimucosum	hmsc065d07	58	2,658,959
SEQF2949		NCBI	HMT-031	Corynebacterium	amycolatum	hmsc070b05	46	2,417,058
SEQF2950		NCBI	HMT-034	Corynebacterium	aurimucosum	hmsc074e01	54	2,654,499
SEQF2951		NCBI	HMT-031	Corynebacterium	amycolatum	hmsc077c02	52	2,436,086
SEQF2952		NCBI	HMT-062	Corynebacterium	simulans	hmsc08c04	41	2,657,712
SEQF2953		NCBI	HMT-019	Corynebacterium	accolens	kpl2004	6	2,575,948
SEQF2954		NCBI	HMT-019	Corynebacterium	accolens	kpl1824	2	2,638,979
SEQF2955		NCBI	HMT-062	Corynebacterium	simulans	hmsc06d04	43	2,672,576
SEQF2956		NCBI	HMT-031	Corynebacterium	amycolatum	hmsc14b06	55	2,562,236
SEQF2957		NCBI	HMT-341	Corynebacterium	coyleae	hmsc08f01	74	2,413,488
SEQF2959		NCBI	HMT-420	Fusobacterium	nucleatum subsp. animalis	hmsc065f01	56	2,127,181
SEQF2960		NCBI	HMT-109	Peptoniphilus	harei	dnf00840	72	1,777,928
SEQF2961		NCBI	HMT-062	Corynebacterium	simulans	hmsc036d03	62	2,652,130
SEQF2962		NCBI	HMT-341	Corynebacterium	coyleae	hmsc05c01	52	2,390,226
SEQF2963		NCBI	HMT-187	Peptoniphilus	sp. HMT 187	hmsc062d09	70	1,883,002
SEQF2964		NCBI	HMT-031	Corynebacterium	amycolatum	hmsc063g05	37	2,409,263
SEQF2965		NCBI	HMT-641	Haemophilus	influenzae	hmsc066a11	66	1,888,237
SEQF2966		NCBI	HMT-718	Haemophilus	parainfluenzae	hmsc061e01	34	1,948,914
SEQF2967		NCBI	HMT-031	Corynebacterium	amycolatum	hmsc064e07	40	2,450,517
SEQF2968		NCBI	HMT-341	Corynebacterium	coyleae	hmsc034b08	101	2,519,128
SEQF2969		NCBI	HMT-054	Corynebacterium	pilbarense	hmsc05h05	55	2,411,621
SEQF2970		NCBI	HMT-853	Corynebacterium	urealyticum	hmsc22b11	65	2,305,457
SEQF2971		NCBI	HMT-034	Corynebacterium	aurimucosum	hmsc070e08	79	2,725,857
SEQF2972		NCBI	HMT-060	Corynebacterium	pseudodiphtheriticum	kpl1989	3	2,317,860
SEQF2973		NCBI	HMT-420	Fusobacterium	nucleatum subsp. animalis	cm1	155	2,442,599
SEQF2974		NCBI	HMT-718	Haemophilus	parainfluenzae	hmsc068c11	25	1,904,337
SEQF2975		NCBI	HMT-031	Corynebacterium	amycolatum	hmsc063a05	24	2,444,943
SEQF2976		NCBI	HMT-718	Haemophilus	parainfluenzae	hmsc073c03	39	2,007,726
SEQF2977		NCBI	HMT-077	Corynebacterium	tuberculostearicum	kpl1856	6	2,465,753
SEQF2978		NCBI	HMT-047	Corynebacterium	jeikeium	hmsc08a12	31	2,215,784
SEQF2979		NCBI	HMT-031	Corynebacterium	amycolatum	hmsc064e10	10	2,460,166
SEQF2980		NCBI	HMT-200	Fusobacterium	nucleatum subsp. vincentii	hmsc064b12	56	2,121,738
SEQF2981		NCBI	HMT-034	Corynebacterium	aurimucosum	hmsc062a03	66	2,606,195
SEQF2982		NCBI	HMT-718	Haemophilus	parainfluenzae	hmsc066d03	35	1,974,023
