#Organism Name	Organism Groups	Strain	BioSample	BioProject	Assembly	Level	Size(Mb)	GC%	Replicons	WGS	Scaffolds	CDS	Release Date	GenBank FTP	RefSeq FTP
Streptococcus oralis	Bacteria;Terrabacteria group;Firmicutes	SK610	SAMN00761855	PRJNA75167	GCA_000257455.1	Contig	1.98682	41.1	NA	AJKQ01	31	1842	2012-04-02	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/257/455/GCA_000257455.1_SoralisSK610v1.0	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/257/455/GCF_000257455.1_SoralisSK610v1.0
Streptococcus oralis	Bacteria;Terrabacteria group;Firmicutes	NU43	SAMN09060969	PRJNA454893	GCA_004127215.1	Contig	2.06123	41	NA	QEWJ01	174	1942	2019-02-01	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/127/215/GCA_004127215.1_ASM412721v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/127/215/GCF_004127215.1_ASM412721v1
Streptococcus oralis	Bacteria;Terrabacteria group;Firmicutes	201_SPSE	SAMN03197394	PRJNA267549	GCA_001071715.1	Scaffold	1.96264	41.2	NA	JVQE01	30	1833	2015-07-10	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/071/715/GCA_001071715.1_ASM107171v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/071/715/GCF_001071715.1_ASM107171v1
Streptococcus oralis	Bacteria;Terrabacteria group;Firmicutes	BCC02	SAMN09631727	PRJNA480251	GCA_003942985.1	Contig	1.83458	41.3	NA	RMVL01	34	1753	2018-12-12	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/942/985/GCA_003942985.1_ASM394298v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/942/985/GCF_003942985.1_ASM394298v1
Streptococcus oralis	Bacteria;Terrabacteria group;Firmicutes	BCA1	SAMN09631696	PRJNA480251	GCA_003944215.1	Contig	1.94196	41.1	NA	RJVZ01	47	1839	2018-12-12	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/944/215/GCA_003944215.1_ASM394421v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/944/215/GCF_003944215.1_ASM394421v1
Streptococcus oralis	Bacteria;Terrabacteria group;Firmicutes	BCA18	SAMN09631786	PRJNA480251	GCA_003942285.1	Contig	1.98906	41.2	NA	RJME01	41	1863	2018-12-12	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/942/285/GCA_003942285.1_ASM394228v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/942/285/GCF_003942285.1_ASM394228v1
Streptococcus oralis	Bacteria;Terrabacteria group;Firmicutes	BCC05	SAMN09631692	PRJNA480251	GCA_003944235.1	Contig	2.02425	40.2	NA	RMVN01	59	1860	2018-12-12	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/944/235/GCA_003944235.1_ASM394423v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/944/235/GCF_003944235.1_ASM394423v1
Streptococcus oralis	Bacteria;Terrabacteria group;Firmicutes	SK100	SAMN00761854	PRJNA75163	GCA_000257475.1	Contig	1.92058	41.1	NA	AJKP01	51	1809	2012-04-02	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/257/475/GCA_000257475.1_SoralisSK100v1.0	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/257/475/GCF_000257475.1_SoralisSK100v1.0
Streptococcus oralis	Bacteria;Terrabacteria group;Firmicutes	DD05	SAMN04324324	PRJNA304333	GCA_001578705.1	Scaffold	1.96503	41.1	NA	LQOG01	25	1816	2016-03-02	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/578/705/GCA_001578705.1_ASM157870v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/578/705/GCF_001578705.1_ASM157870v1
Streptococcus oralis	Bacteria;Terrabacteria group;Firmicutes	918_SORA	SAMN03198130	PRJNA267549	GCA_001075675.1	Contig	1.88452	41.2	NA	JUNW01	60	1737	2015-07-10	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/075/675/GCA_001075675.1_ASM107567v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/075/675/GCF_001075675.1_ASM107567v1
Streptococcus oralis	Bacteria;Terrabacteria group;Firmicutes	BCC50	SAMN09631752	PRJNA480251	GCA_003942635.1	Contig	2.05994	41	NA	RJNM01	65	1924	2018-12-12	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/942/635/GCA_003942635.1_ASM394263v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/942/635/GCF_003942635.1_ASM394263v1
Streptococcus oralis	Bacteria;Terrabacteria group;Firmicutes	BCC58	SAMN09631738	PRJNA480251	GCA_003942805.1	Contig	1.9442	41.4	NA	RMVJ01	49	1804	2018-12-12	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/942/805/GCA_003942805.1_ASM394280v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/942/805/GCF_003942805.1_ASM394280v1
Streptococcus oralis	Bacteria;Terrabacteria group;Firmicutes	1212_SMIT	SAMN03197175	PRJNA267549	GCA_001070335.1	Contig	2.03434	41.1	NA	JVYP01	79	1911	2015-07-10	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/070/335/GCA_001070335.1_ASM107033v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/070/335/GCF_001070335.1_ASM107033v1
Streptococcus oralis	Bacteria;Terrabacteria group;Firmicutes	DD30	SAMN04325061	PRJNA304333	GCA_001579095.1	Scaffold	2.01757	41	NA	LQRP01	20	1833	2016-03-02	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/579/095/GCA_001579095.1_ASM157909v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/579/095/GCF_001579095.1_ASM157909v1
Streptococcus oralis	Bacteria;Terrabacteria group;Firmicutes	BCC19	SAMN09631750	PRJNA480251	GCA_003943835.1	Contig	2.0218	41.1	NA	RJNO01	53	1868	2018-12-12	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/943/835/GCA_003943835.1_ASM394383v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/943/835/GCF_003943835.1_ASM394383v1
Streptococcus oralis	Bacteria;Terrabacteria group;Firmicutes	DD15	SAMN04325027	PRJNA304333	GCA_001578935.1	Scaffold	2.00129	41.5	NA	LQNX01	29	1786	2016-03-02	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/578/935/GCA_001578935.1_ASM157893v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/578/935/GCF_001578935.1_ASM157893v1
Streptococcus oralis	Bacteria;Terrabacteria group;Firmicutes	1314_SORA	SAMN03197291	PRJNA267549	GCA_001069675.1	Contig	1.98272	41.1	NA	JVUD01	99	1837	2015-07-10	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/069/675/GCA_001069675.1_ASM106967v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/069/675/GCF_001069675.1_ASM106967v1
Streptococcus oralis	Bacteria;Terrabacteria group;Firmicutes	BCC38	SAMN09631751	PRJNA480251	GCA_003942675.1	Contig	1.98823	41.2	NA	RJNN01	123	1823	2018-12-12	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/942/675/GCA_003942675.1_ASM394267v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/942/675/GCF_003942675.1_ASM394267v1
Streptococcus oralis	Bacteria;Terrabacteria group;Firmicutes	727_SORA	SAMN03197932	PRJNA267549	GCA_001074055.1	Contig	2.04318	40.9	NA	JUVM01	149	1932	2015-07-10	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/074/055/GCA_001074055.1_ASM107405v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/074/055/GCF_001074055.1_ASM107405v1
Streptococcus oralis	Bacteria;Terrabacteria group;Firmicutes	900_SORA	SAMN03198108	PRJNA267549	GCA_001075875.1	Contig	2.09857	39.2	NA	JUOS01	211	1979	2015-07-10	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/075/875/GCA_001075875.1_ASM107587v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/075/875/GCF_001075875.1_ASM107587v1
Streptococcus oralis	Bacteria;Terrabacteria group;Firmicutes	DD27	SAMN04325058	PRJNA304333	GCA_001579025.1	Scaffold	1.95656	41.1	NA	LQNZ01	26	1691	2016-03-02	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/579/025/GCA_001579025.1_ASM157902v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/579/025/GCF_001579025.1_ASM157902v1
Streptococcus oralis	Bacteria;Terrabacteria group;Firmicutes	734_SORA	SAMN03197939	PRJNA267549	GCA_001074085.1	Contig	2.01964	40.8	NA	JUVF01	261	1940	2015-07-10	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/074/085/GCA_001074085.1_ASM107408v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/074/085/GCF_001074085.1_ASM107408v1
Streptococcus oralis	Bacteria;Terrabacteria group;Firmicutes	DD24	SAMN04325051	PRJNA304333	GCA_001579175.1	Scaffold	2.12979	40.8	NA	LQZB01	29	1894	2016-03-02	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/579/175/GCA_001579175.1_ASM157917v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/579/175/GCF_001579175.1_ASM157917v1
Streptococcus oralis	Bacteria;Terrabacteria group;Firmicutes	DD16	SAMN04325028	PRJNA304333	GCA_001578945.1	Scaffold	2.05238	41.5	NA	LQOB01	139	1756	2016-03-02	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/578/945/GCA_001578945.1_ASM157894v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/578/945/GCF_001578945.1_ASM157894v1
Streptococcus oralis	Bacteria;Terrabacteria group;Firmicutes	DD17	SAMN04325029	PRJNA304333	GCA_001579625.1	Scaffold	2.14885	41.6882	plasmid unnamed:NZ_CM003840.1/CM003840.1	LQZE01	230	1821	2016-03-02	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/579/625/GCA_001579625.1_ASM157962v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/579/625/GCF_001579625.1_ASM157962v1
Streptococcus oralis	Bacteria;Terrabacteria group;Firmicutes	SK313	SAMN00621710	PRJNA67193	GCA_000223235.2	Contig	1.88881	41.4	NA	AFUU01	5	2022	2011-08-10	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/223/235/GCA_000223235.2_ASM22323v2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/223/235/GCF_000223235.1_ASM22323v2
Streptococcus oralis	Bacteria;Terrabacteria group;Firmicutes	SK255	SAMN00621703	PRJNA65581	GCA_000215365.2	Contig	2.00518	40.9	NA	AFNM01	63	2004	2011-05-27	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/215/365/GCA_000215365.2_ASM21536v2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/215/365/GCF_000215365.1_ASM21536v2
Streptococcus oralis	Bacteria;Terrabacteria group;Firmicutes	DD14	SAMN04325021	PRJNA304333	GCA_001578855.1	Scaffold	2.03103	41.2	NA	LQRI01	55	1939	2016-03-02	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/578/855/GCA_001578855.1_ASM157885v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/578/855/GCF_001578855.1_ASM157885v1
Streptococcus oralis	Bacteria;Terrabacteria group;Firmicutes	DD21	SAMN04325033	PRJNA304333	GCA_001579015.1	Scaffold	2.27873	41.6	NA	LQZP01	54	1905	2016-03-02	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/579/015/GCA_001579015.1_ASM157901v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/579/015/GCF_001579015.1_ASM157901v1
Streptococcus oralis	Bacteria;Terrabacteria group;Firmicutes	DD20	SAMN04325032	PRJNA304333	GCA_001578965.1	Scaffold	2.08695	42	NA	LQOC01	376	1719	2016-03-02	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/578/965/GCA_001578965.1_ASM157896v1	NA
Streptococcus oralis	Bacteria;Terrabacteria group;Firmicutes	BCA19	SAMN09631726	PRJNA480251	GCA_003943005.1	Contig	1.59044	41.2	NA	RMVM01	1149	1345	2018-12-12	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/943/005/GCA_003943005.1_ASM394300v1	NA
Streptococcus parasanguinis	Bacteria;Terrabacteria group;Firmicutes	ATCC 15912	SAMN00113608	PRJNA48315	GCA_000164675.2	Complete	2.15365	41.7	chromosome:NC_015678.1/CP002843.1	NA	1	1917	2011-06-10	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/164/675/GCA_000164675.2_ASM16467v2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/164/675/GCF_000164675.2_ASM16467v2
Streptococcus parasanguinis	Bacteria;Terrabacteria group;Firmicutes	FW213	SAMN02603112	PRJNA76769	GCA_000262145.1	Complete	2.17161	41.6	chromosome:NC_017905.1/CP003122.1	NA	1	1931	2012-05-09	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/262/145/GCA_000262145.1_ASM26214v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/262/145/GCF_000262145.1_ASM26214v1
Streptococcus parasanguinis	Bacteria;Terrabacteria group;Firmicutes	NCTC12854	SAMEA3594344	PRJEB6403	GCA_900459355.1	Contig	2.1705	41.7	NA	UHFZ01	3	1935	2018-07-30	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/459/355/GCA_900459355.1_41906_A02	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/459/355/GCF_900459355.1_41906_A02
Streptococcus parasanguinis	Bacteria;Terrabacteria group;Firmicutes	MGH413	SAMN03334906	PRJNA274768	GCA_000963275.1	Contig	2.09846	42	NA	JYOW01	2	1893	2015-03-25	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/963/275/GCA_000963275.1_ASM96327v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/963/275/GCF_000963275.1_ASM96327v1
Streptococcus parasanguinis	Bacteria;Terrabacteria group;Firmicutes	AM25-15	SAMN09736300	PRJNA482748	GCA_003470855.1	Scaffold	2.083	42.2	NA	QRHK01	4	1933	2018-09-06	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/470/855/GCA_003470855.1_ASM347085v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/470/855/GCF_003470855.1_ASM347085v1
Streptococcus parasanguinis	Bacteria;Terrabacteria group;Firmicutes	BIOML-A8	SAMN11946363	PRJNA544527	GCA_009717715.1	Contig	2.12622	42.1	NA	WMZC01	7	1936	2019-11-27	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/717/715/GCA_009717715.1_ASM971771v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/717/715/GCF_009717715.1_ASM971771v1
Streptococcus parasanguinis	Bacteria;Terrabacteria group;Firmicutes	BIOML-A6	SAMN11946361	PRJNA544527	GCA_009717765.1	Contig	1.94914	42.3	NA	WMZE01	6	1788	2019-11-27	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/717/765/GCA_009717765.1_ASM971776v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/717/765/GCF_009717765.1_ASM971776v1
Streptococcus parasanguinis	Bacteria;Terrabacteria group;Firmicutes	BIOML-A14	SAMN11946369	PRJNA544527	GCA_009717575.1	Contig	2.13006	42.1	NA	WMYW01	12	1940	2019-11-27	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/717/575/GCA_009717575.1_ASM971757v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/717/575/GCF_009717575.1_ASM971757v1
Streptococcus parasanguinis	Bacteria;Terrabacteria group;Firmicutes	BIOML-A18	SAMN11946373	PRJNA544527	GCA_009717525.1	Scaffold	2.04072	41.6	NA	WMYS01	10	1873	2019-11-27	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/717/525/GCA_009717525.1_ASM971752v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/717/525/GCF_009717525.1_ASM971752v1
Streptococcus parasanguinis	Bacteria;Terrabacteria group;Firmicutes	BIOML-A10	SAMN11946365	PRJNA544527	GCA_009717675.1	Contig	2.12619	42.1	NA	WMZA01	7	1935	2019-11-27	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/717/675/GCA_009717675.1_ASM971767v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/717/675/GCF_009717675.1_ASM971767v1
Streptococcus parasanguinis	Bacteria;Terrabacteria group;Firmicutes	CC87K	SAMN01162070	PRJNA71579	GCA_000507765.1	Scaffold	2.18956	41.7	NA	AZJD01	6	2022	2013-12-10	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/507/765/GCA_000507765.1_Stre_para_CC87K_V1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/507/765/GCF_000507765.1_Stre_para_CC87K_V1
Streptococcus parasanguinis	Bacteria;Terrabacteria group;Firmicutes	BIOML-A4	SAMN11946359	PRJNA544527	GCA_009717805.1	Scaffold	2.00528	42	NA	WMZG01	13	1828	2019-11-27	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/717/805/GCA_009717805.1_ASM971780v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/717/805/GCF_009717805.1_ASM971780v1
Streptococcus parasanguinis	Bacteria;Terrabacteria group;Firmicutes	BIOML-A2	SAMN11946357	PRJNA544527	GCA_009717845.1	Scaffold	2.02736	41.9	NA	WMZI01	13	1858	2019-11-27	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/717/845/GCA_009717845.1_ASM971784v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/717/845/GCF_009717845.1_ASM971784v1
Streptococcus parasanguinis	Bacteria;Terrabacteria group;Firmicutes	NU87	SAMN09060971	PRJNA454893	GCA_004127205.1	Contig	2.08177	41.9	NA	QEWI01	29	1932	2019-02-01	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/127/205/GCA_004127205.1_ASM412720v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/127/205/GCF_004127205.1_ASM412720v1
Streptococcus parasanguinis	Bacteria;Terrabacteria group;Firmicutes	AM33-3BH	SAMN09736454	PRJNA482748	GCA_003468585.1	Scaffold	2.16322	42	NA	QSIO01	13	2017	2018-09-06	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/468/585/GCA_003468585.1_ASM346858v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/468/585/GCF_003468585.1_ASM346858v1
Streptococcus parasanguinis	Bacteria;Terrabacteria group;Firmicutes	BIOML-A5	SAMN11946360	PRJNA544527	GCA_009717775.1	Scaffold	2.15176	41.9	NA	WMZF01	15	1968	2019-11-27	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/717/775/GCA_009717775.1_ASM971777v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/717/775/GCF_009717775.1_ASM971777v1
Streptococcus parasanguinis	Bacteria;Terrabacteria group;Firmicutes	BIOML-A16	SAMN11946371	PRJNA544527	GCA_009717545.1	Contig	2.13455	42.1	NA	WMYU01	12	1943	2019-11-27	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/717/545/GCA_009717545.1_ASM971754v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/717/545/GCF_009717545.1_ASM971754v1
Streptococcus parasanguinis	Bacteria;Terrabacteria group;Firmicutes	BIOML-A3	SAMN11946358	PRJNA544527	GCA_009717815.1	Contig	2.10785	42.1	NA	WMZH01	13	1935	2019-11-27	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/717/815/GCA_009717815.1_ASM971781v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/717/815/GCF_009717815.1_ASM971781v1
Streptococcus parasanguinis	Bacteria;Terrabacteria group;Firmicutes	BIOML-A1	SAMN11946356	PRJNA544527	GCA_009717855.1	Contig	2.1558	42	NA	WMZJ01	16	1991	2019-11-27	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/717/855/GCA_009717855.1_ASM971785v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/717/855/GCF_009717855.1_ASM971785v1
Streptococcus parasanguinis	Bacteria;Terrabacteria group;Firmicutes	A1	SAMN09631758	PRJNA480251	GCA_003942525.1	Contig	2.06185	41.9	NA	RJNG01	22	1894	2018-12-12	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/942/525/GCA_003942525.1_ASM394252v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/942/525/GCF_003942525.1_ASM394252v1
Streptococcus parasanguinis	Bacteria;Terrabacteria group;Firmicutes	SK236	SAMN00621706	PRJNA67179	GCA_000222725.2	Contig	1.98869	42.1	NA	AFUC01	18	1788	2011-08-04	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/222/725/GCA_000222725.2_ASM22272v2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/222/725/GCF_000222725.1_ASM22272v2
Streptococcus parasanguinis	Bacteria;Terrabacteria group;Firmicutes	VT517	SAMN03334910	PRJNA274768	GCA_000963285.1	Contig	2.14997	41.6	NA	JYPA01	20	1946	2015-03-25	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/963/285/GCA_000963285.1_ASM96328v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/963/285/GCF_000963285.1_ASM96328v1
Streptococcus parasanguinis	Bacteria;Terrabacteria group;Firmicutes	UMB0216	SAMN08193730	PRJNA316969	GCA_002860845.1	Contig	2.15565	41.7	NA	PKIC01	17	1925	2017-12-28	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/860/845/GCA_002860845.1_ASM286084v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/860/845/GCF_002860845.1_ASM286084v1
Streptococcus parasanguinis	Bacteria;Terrabacteria group;Firmicutes	bf_0095	SAMN10239556	PRJNA496358	GCA_004166995.1	Contig	2.15331	42	NA	RCYS01	22	2025	2019-02-11	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/166/995/GCA_004166995.1_ASM416699v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/166/995/GCF_004166995.1_ASM416699v1
Streptococcus parasanguinis	Bacteria;Terrabacteria group;Firmicutes	AF30-12BH	SAMN09734566	PRJNA482748	GCA_003475645.1	Scaffold	2.06654	42.2	NA	QRQU01	11	1868	2018-09-06	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/475/645/GCA_003475645.1_ASM347564v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/475/645/GCF_003475645.1_ASM347564v1
Streptococcus parasanguinis	Bacteria;Terrabacteria group;Firmicutes	MGYG-HGUT-00199	SAMEA5849701	PRJEB33885	GCA_902364305.1	Scaffold	2.06654	42.2	NA	CABJDC01	11	1868	2019-08-12	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/364/305/GCA_902364305.1_MGYG-HGUT-00199	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/364/305/GCF_902364305.1_MGYG-HGUT-00199
Streptococcus parasanguinis	Bacteria;Terrabacteria group;Firmicutes	BIOML-A12	SAMN11946367	PRJNA544527	GCA_009717635.1	Scaffold	1.9748	42.2	NA	WMYY01	29	1783	2019-11-27	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/717/635/GCA_009717635.1_ASM971763v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/717/635/GCF_009717635.1_ASM971763v1
Streptococcus parasanguinis	Bacteria;Terrabacteria group;Firmicutes	BIOML-A11	SAMN11946366	PRJNA544527	GCA_009717665.1	Contig	2.12753	42	NA	WMYZ01	18	1978	2019-11-27	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/717/665/GCA_009717665.1_ASM971766v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/717/665/GCF_009717665.1_ASM971766v1
Streptococcus parasanguinis	Bacteria;Terrabacteria group;Firmicutes	BIOML-A15	SAMN11946370	PRJNA544527	GCA_009717595.1	Contig	2.11634	42	NA	WMYV01	17	1964	2019-11-27	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/717/595/GCA_009717595.1_ASM971759v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/717/595/GCF_009717595.1_ASM971759v1
Streptococcus parasanguinis	Bacteria;Terrabacteria group;Firmicutes	BIOML-A17	SAMN11946372	PRJNA544527	GCA_009717535.1	Contig	2.11517	42.1	NA	WMYT01	14	1956	2019-11-27	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/717/535/GCA_009717535.1_ASM971753v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/717/535/GCF_009717535.1_ASM971753v1
Streptococcus parasanguinis	Bacteria;Terrabacteria group;Firmicutes	BIOML-A13	SAMN11946368	PRJNA544527	GCA_009717625.1	Contig	2.31145	43.3	NA	WMYX01	159	2155	2019-11-27	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/717/625/GCA_009717625.1_ASM971762v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/717/625/GCF_009717625.1_ASM971762v1
Streptococcus parasanguinis	Bacteria;Terrabacteria group;Firmicutes	F0405	SAMN00115113	PRJNA53565	GCA_000180035.1	Contig	2.0503	42	NA	AEKM01	16	1791	2010-11-04	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/180/035/GCA_000180035.1_ASM18003v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/180/035/GCF_000180035.1_ASM18003v1
Streptococcus parasanguinis	Bacteria;Terrabacteria group;Firmicutes	MGYG-HGUT-00023	SAMEA5849524	PRJEB33885	GCA_902362475.1	Scaffold	2.13514	41.7	NA	CABIWQ01	11	1930	2019-08-12	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/362/475/GCA_902362475.1_MGYG-HGUT-00023	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/362/475/GCF_902362475.1_MGYG-HGUT-00023
Streptococcus parasanguinis	Bacteria;Terrabacteria group;Firmicutes	BIOML-A7	SAMN11946362	PRJNA544527	GCA_009717735.1	Contig	2.11417	42.1	NA	WMZD01	24	1960	2019-11-27	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/717/735/GCA_009717735.1_ASM971773v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/717/735/GCF_009717735.1_ASM971773v1
